order_item_id,order_id,product_id,quantity,price_per_unit
261,937,263,3,1099
262,7314,673,2,91690
263,4485,685,4,64000
264,2910,191,2,299
265,21987,331,1,300
266,3496,95,2,750
267,18512,616,1,2999
268,12361,656,2,75990
269,5789,301,1,1299
270,11639,246,1,299
271,14127,634,1,49990
272,15028,494,2,999
273,15905,295,2,755
274,22316,670,1,45090
275,19309,432,1,699
276,8655,580,3,1997
277,9773,99,1,299
278,2948,413,1,759
279,23720,593,3,699
280,16793,354,8,390
281,14795,436,1,460
282,16875,233,2,840
283,17764,492,2,2250
284,2557,201,1,2999
285,22720,42,1,200
286,14365,673,1,91690
287,20202,683,2,64200
288,13832,55,1,599
289,18743,567,1,999
290,15357,473,1,1099
291,14187,141,3,699
292,10130,84,2,335
293,6089,27,2,219
294,18851,695,1,75990
295,1392,503,1,299
296,11662,145,1,699
297,8133,332,1,726
298,1704,459,1,499
299,7144,688,1,73990
300,11042,577,3,277
301,15273,444,2,1060
302,18296,791,9,16999
303,121,493,1,399
304,6996,485,3,2999
305,2008,589,2,499
306,14769,365,6,2750
307,9492,133,1,605
308,14818,597,2,700
309,1005,115,1,999
310,15606,360,1,1545
311,6396,367,1,90
312,16611,728,3,1599
313,8746,371,3,999
314,12748,701,1,85990
315,11158,399,5,2000
316,120,138,2,43000
317,13930,456,6,299
318,199,201,3,2999
319,8467,487,3,699
320,17399,53,4,349
321,8754,360,2,1545
322,3043,790,3,249
323,22682,93,1,499
324,21734,322,1,199
325,6413,34,3,799
326,6922,430,3,239
327,15131,368,5,58990
328,14583,199,2,1299
329,12700,347,2,441
330,3985,205,1,1699
331,17926,240,2,450
332,17655,320,4,1499
333,3925,479,3,700
334,23093,410,1,799
335,19103,382,1,1499
336,22776,679,1,80890
337,21732,476,1,599
338,8361,237,1,480
339,6185,638,1,48200
340,12354,113,2,399
341,19589,304,1,1668
342,19356,108,4,1499
343,5749,477,1,599
344,13170,588,1,19999
345,5007,191,1,299
346,16499,408,3,5500
347,16106,689,2,59400
348,1327,264,2,2300
349,12027,566,1,499
350,16725,252,1,399
351,6835,788,5,1299
352,16271,687,1,85990
353,10824,303,2,995
354,22510,376,1,799
355,1137,326,1,819
356,16903,225,3,760
357,11247,365,2,2750
358,14045,600,3,599
359,7399,699,1,50990
360,7170,422,2,3999
361,23383,204,5,14999
362,11819,595,1,2999
363,8812,439,1,899
364,3124,766,5,19499
365,6059,260,4,1200
366,1028,273,1,399
367,18100,516,3,399
368,5607,708,1,78990
369,3134,756,10,999
370,4963,645,1,54900
371,5250,92,5,1395
372,8959,461,1,110
373,10514,139,4,499
374,22988,449,2,999
375,4973,646,4,42900
376,23187,141,6,699
377,18496,490,3,590
378,1687,167,1,1899
379,1301,54,1,230
380,17902,600,1,599
381,2924,540,3,335
382,44,330,1,699
383,8044,436,3,460
384,22692,675,4,52900
385,14711,128,2,799
386,12020,568,3,1699
387,1880,490,3,590
388,5405,720,1,48200
389,12856,243,1,399
390,23500,2,1,1699
391,2855,692,2,47100
392,17393,7,1,159
393,23169,760,1,249
394,6199,755,1,599
395,13105,219,1,349
396,14172,211,1,1299
397,14871,225,1,760
398,16630,232,1,2299
399,11961,124,3,530
400,11389,483,1,399
401,8125,560,1,1282
402,18673,712,1,29490
403,20557,50,1,999
404,22065,775,1,66999
405,4690,118,2,399
406,20787,79,2,2299
407,11195,526,1,869
408,15167,671,1,47790
409,22322,351,1,6000
410,7748,491,1,499
411,8215,772,1,1499
412,6792,650,1,71990
413,1010,577,3,277
414,20474,429,5,349
415,15410,642,1,62000
416,4385,243,1,399
417,23161,709,1,56179
418,3317,81,1,999
419,17146,25,3,199
420,3223,432,1,699
421,9857,131,2,599
422,19200,390,1,2499
423,4550,430,1,239
424,17014,261,1,998
425,9379,127,1,850
426,16792,204,1,14999
427,4296,343,1,352
428,2068,282,1,2250
429,13875,521,1,604
430,23402,366,3,425
431,999,474,2,2300
432,23054,141,5,699
433,7571,669,1,55600
434,1991,471,2,998
435,2609,377,1,749
436,19720,517,1,2567
437,12330,124,2,530
438,18424,430,2,239
439,19248,261,1,998
440,20598,99,1,299
441,15136,81,1,999
442,20703,263,2,1099
443,6959,759,3,695
444,14823,98,2,1499
445,17366,13,2,165
446,4009,352,5,899
447,5142,613,2,499
448,3222,795,1,699
449,23555,644,3,57990
450,23473,231,2,320
451,23984,56,2,699
452,1769,445,1,1180
453,8553,125,1,240
454,12079,268,2,900
455,16463,742,1,7999
456,10266,237,1,480
457,9285,488,8,1988
458,18074,108,5,1499
459,22678,465,1,199
460,18377,207,3,999
461,14049,722,3,73800
462,19695,771,5,4797
463,11706,743,7,399
464,24034,427,1,599
465,23397,378,1,171
466,13216,49,3,198
467,19650,663,1,57990
468,15962,589,1,499
469,1232,229,1,899
470,1140,318,3,1400
471,18707,783,4,1999
472,20588,519,2,99
473,1825,370,3,599
474,12132,477,7,599
475,525,329,4,904
476,20657,253,1,399
477,14486,657,1,46900
478,18389,468,1,599
479,3832,97,2,1500
480,12865,500,3,299
481,10848,512,1,3900
482,22209,343,3,352
483,20243,404,1,198
484,4270,677,5,56990
485,22451,104,1,249
486,2285,385,3,699
487,8318,293,4,299
488,12549,793,3,495
489,307,566,1,499
490,4549,94,3,599
491,21030,539,3,999
492,11239,758,3,2999
493,15185,403,8,6375
494,15462,232,4,2299
495,23568,371,1,999
496,16696,530,3,683
497,9905,26,1,259
498,23047,99,1,299
499,23691,182,2,499
500,16975,772,1,1499
501,14637,397,1,499
502,10703,659,1,62990
503,6787,798,3,28799
504,24009,496,1,599
505,4639,288,3,670
506,3273,272,1,3999
507,20718,244,2,399
508,3082,58,3,798
509,20043,39,3,299
510,9457,342,1,432
511,14445,183,1,1100
512,16180,252,2,399
513,23091,232,5,2299
514,16340,385,2,699
515,3350,469,1,499
516,6459,113,5,399
517,14112,36,4,775
518,7966,17,1,599
519,8376,46,2,839
520,80,169,9,3299
521,19052,312,1,480
522,3795,533,3,199
523,19003,167,1,1899
524,23787,281,3,499
525,18706,339,4,1445
526,4747,391,1,2999
527,17522,50,1,999
528,5771,550,1,460
529,698,108,1,1499
530,4111,727,1,299
531,10849,485,1,2999
532,5756,519,1,99
533,802,64,3,575
534,9916,787,2,1615
535,21840,599,3,299
536,13479,120,1,1199
537,14893,403,1,6375
538,5054,519,1,99
539,19212,762,2,7600
540,10169,427,2,599
541,10675,638,3,48200
542,22755,236,6,1598
543,6240,527,10,499
544,8408,588,2,19999
545,4897,394,3,799
546,5071,33,2,1290
547,14535,412,1,400
548,20883,118,2,399
549,13319,685,1,64000
550,5660,368,2,58990
551,11466,629,2,75990
552,13166,231,8,320
553,22272,650,1,71990
554,19852,393,5,599
555,11369,769,1,799
556,4011,119,1,599
557,6621,37,3,1149
558,19999,488,1,1988
559,1727,217,3,899
560,12448,431,1,239
561,9638,399,1,2000
562,9106,338,1,322
563,22708,152,1,1499
564,2120,487,2,699
565,5932,335,1,237
566,23836,734,6,1299
567,23726,727,4,299
568,14824,657,1,46900
569,11717,227,2,699
570,16915,236,1,1598
571,2596,148,1,599
572,20994,793,1,495
573,1859,164,1,347
574,15355,718,1,54590
575,1938,557,1,999
576,16609,109,10,250
577,16039,445,1,1180
578,22384,566,4,499
579,19620,570,3,135
580,6441,676,1,56990
581,9714,267,1,599
582,12101,798,1,28799
583,2976,506,1,440
584,3623,76,1,649
585,20988,363,1,1090
586,18552,679,2,80890
587,19536,259,1,499
588,4445,777,1,999
589,8386,201,3,2999
590,900,662,3,54990
591,1617,275,2,2999
592,7637,130,3,140
593,8284,120,10,1199
594,4945,269,4,700
595,254,145,3,699
596,15999,499,4,450
597,23002,417,1,399
598,13449,465,1,199
599,8080,360,1,1545
600,4496,418,5,300
601,22563,20,1,999
602,3859,394,1,799
603,13,510,3,1650
604,12402,466,3,525
605,7044,731,1,699
606,7039,716,2,71750
607,13366,386,1,499
608,13224,685,3,64000
609,4533,157,1,699
610,13357,316,1,165
611,14694,755,1,599
612,17937,694,1,42190
613,23557,167,1,1899
614,18310,367,3,90
615,13393,107,8,1700
616,4561,469,1,499
617,18342,703,2,49000
618,13616,133,1,605
619,16674,193,3,430
620,15850,327,1,319
621,21072,643,1,60990
622,21868,357,1,349
623,16631,53,1,349
624,12569,207,1,999
625,13474,761,1,500
626,19497,394,1,799
627,8925,656,1,75990
628,10085,793,1,495
629,6114,774,1,2999
630,12563,601,3,699
631,1998,451,1,249
632,14564,738,9,999
633,21819,424,1,3855
634,17738,555,5,5040
635,8934,512,2,3900
636,14216,422,2,3999
637,13625,565,1,799
638,976,389,1,7950
639,18260,368,2,58990
640,4771,233,1,840
641,21498,787,2,1615
642,20068,106,5,499
643,19231,197,3,2499
644,13906,776,5,6990
645,6097,376,3,799
646,23457,558,1,546
647,7646,235,2,1180
648,18339,645,2,54900
649,10297,666,1,33000
650,7497,691,7,44500
651,17458,172,1,999
652,7198,214,1,1350
653,6896,444,7,1060
654,7118,394,1,799
655,6968,793,1,495
656,20115,736,3,1999
657,12547,80,1,799
658,15706,740,2,899
659,9805,138,1,43000
660,17340,788,3,1299
661,11355,669,1,55600
662,4503,671,3,47790
663,2794,603,1,1999
664,20740,458,2,400
665,9119,621,1,205
666,19413,416,5,1050
667,5350,770,2,999
668,13384,434,1,750
669,13709,581,1,1262
670,581,569,4,300
671,19494,347,1,441
672,5894,538,7,755
673,17731,83,4,999
674,2527,30,1,999
675,1037,785,1,999
676,17350,447,1,480
677,16452,242,1,800
678,5381,750,1,7818
679,13679,208,2,349
680,19254,76,3,649
681,23619,36,1,775
682,9866,652,1,47990
683,6132,523,2,549
684,11916,575,1,4999
685,11826,604,1,4999
686,20785,720,3,48200
687,22993,132,2,1699
688,19014,66,5,899
689,181,784,3,999
690,11085,759,1,695
691,17861,757,3,1999
692,9275,234,9,1060
693,9035,681,1,43990
694,10106,13,3,165
695,7114,365,1,2750
696,20005,141,1,699
697,8681,803,3,795
698,785,544,2,1020
699,367,690,2,39500
700,9293,277,1,699
701,390,630,1,61990
702,15722,766,1,19499
703,23326,567,1,999
704,3233,442,1,2299
705,9142,343,3,352
706,3897,341,1,2660
707,22044,39,1,299
708,7593,769,3,799
709,15207,47,1,699
710,8919,635,1,67990
711,14490,775,1,66999
712,433,83,5,999
713,5997,520,5,850
714,688,394,3,799
715,21365,404,1,198
716,15303,95,2,750
717,21587,413,1,759
718,11854,120,2,1199
719,17771,614,4,1299
720,19333,188,1,699
721,5701,434,1,750
722,14069,456,2,299
723,3440,616,1,2999
724,7088,580,3,1997
725,1009,802,1,2000
726,1367,230,1,525
727,2166,464,8,265
728,6746,513,1,995
729,17304,431,1,239
730,6385,286,1,599
731,17253,43,1,799
732,13652,521,4,604
733,11155,583,2,1299
734,14265,578,1,678
735,11120,615,1,1299
736,6120,300,1,1650
737,22926,795,3,699
738,11334,613,1,499
739,3863,11,2,200
740,19260,621,3,205
741,18167,319,3,82
742,10592,217,1,899
743,1368,789,3,2499
744,2929,190,4,599
745,9841,343,1,352
746,4322,666,1,33000
747,13938,371,3,999
748,19081,176,1,1499
749,23733,101,4,1399
750,8835,204,1,14999
751,23394,650,1,71990
752,5737,316,1,165
753,16880,691,2,44500
754,13152,286,5,599
755,541,627,1,9999
756,20789,745,3,500
757,13907,268,1,900
758,2980,278,4,1988
759,17201,525,2,418
760,23582,651,2,54600
761,6510,125,2,240
762,4330,455,3,230
763,17585,724,1,66900
764,5627,162,1,499
765,13040,505,1,755
766,7922,185,4,4999
767,8992,487,1,699
768,14746,103,1,999
769,10235,406,5,998
770,11217,222,1,699
771,18765,620,2,999
772,21886,667,1,55400
773,16549,427,1,599
774,7362,350,1,425
775,19056,783,2,1999
776,21769,707,2,83990
777,16362,82,1,1449
778,9886,726,3,18999
779,16165,82,1,1449
780,12782,339,3,1445
781,20113,51,1,175
782,11702,15,1,1161
783,19050,739,4,15490
784,6640,756,1,999
785,3678,22,5,400
786,5721,727,3,299
787,19887,753,5,999
788,3554,186,1,2999
789,1873,266,1,599
790,12937,286,1,599
791,1585,402,1,3499
792,21813,405,3,1999
793,3690,735,2,449
794,1901,601,3,699
795,15265,593,1,699
796,14921,486,3,359
797,5977,769,4,799
798,13179,628,1,58990
799,13857,549,1,399
800,9911,749,4,6079
801,10787,492,2,2250
802,11762,733,1,999
803,14434,724,3,66900
804,13548,767,1,599
805,16603,505,4,755
806,1748,642,1,62000
807,6316,35,2,849
808,21872,681,4,43990
809,11981,289,1,450
810,1567,465,3,199
811,14060,755,3,599
812,17662,10,2,259
813,9680,653,5,72990
814,22308,569,3,300
815,5881,134,1,999
816,18936,247,3,999
817,4100,455,1,230
818,12341,375,3,332
819,19800,519,3,99
820,15894,487,2,699
821,21117,558,1,546
822,18664,271,1,1380
823,14933,129,4,2100
824,22580,107,3,1700
825,11483,695,1,75990
826,12638,607,1,999
827,13037,361,2,10590
828,23928,366,1,425
829,13356,418,1,300
830,12510,266,2,599
831,15491,736,1,1999
832,12910,98,8,1499
833,13743,618,1,1699
834,7467,268,2,900
835,6802,233,10,840
836,15803,539,2,999
837,2937,515,2,999
838,11000,697,4,77990
839,4939,324,1,399
840,2385,653,1,72990
841,19471,572,5,1075
842,7124,741,2,2999
843,3840,635,1,67990
844,23817,87,4,1599
845,22499,788,4,1299
846,18255,564,1,772
847,14446,282,2,2250
848,3409,406,1,998
849,22361,774,1,2999
850,2765,499,1,450
851,6841,32,6,349
852,3210,66,3,899
853,5965,144,2,899
854,14456,189,1,1999
855,19882,651,3,54600
856,8810,432,4,699
857,4931,231,1,320
858,21780,371,1,999
859,23275,648,1,62250
860,15556,479,1,700
861,16194,323,4,322
862,22906,530,7,683
863,3584,550,2,460
864,9217,308,10,1999
865,20345,549,2,399
866,16320,280,4,590
867,528,801,3,999
868,20394,600,1,599
869,23134,595,4,2999
870,14563,357,1,349
871,4020,475,1,1160
872,4659,455,3,230
873,614,495,3,699
874,18241,656,1,75990
875,8811,137,5,1599
876,17038,81,3,999
877,15765,221,5,239
878,12246,666,1,33000
879,22211,750,1,7818
880,23017,104,3,249
881,19978,700,1,42990
882,22084,21,1,230
883,8019,752,3,1699
884,174,134,1,999
885,10549,678,1,57990
886,6809,327,2,319
887,20928,490,3,590
888,5567,64,1,575
889,7494,357,7,349
890,9498,203,1,998
891,5026,523,3,549
892,22078,30,2,999
893,1735,667,1,55400
894,4577,302,2,3900
895,17440,418,3,300
896,3478,134,2,999
897,2372,156,1,849
898,6552,510,1,1650
899,19900,677,1,56990
900,20060,734,3,1299
901,13540,479,1,700
902,18320,470,3,1200
903,9124,759,2,695
904,23921,336,1,95
905,23571,106,5,499
906,5563,471,5,998
907,16058,665,1,39000
908,15654,116,3,3000
909,1023,263,9,1099
910,4263,702,5,56990
911,6938,274,1,3230
912,5389,287,1,199
913,16642,218,3,499
914,12042,85,1,999
915,260,466,2,525
916,15419,798,3,28799
917,19616,688,2,73990
918,5271,664,5,55500
919,4750,119,2,599
920,19524,677,1,56990
921,9806,704,1,49990
922,19906,709,3,56179
923,7123,199,1,1299
924,3137,451,1,249
925,6975,487,2,699
926,5729,237,5,480
927,3434,118,1,399
928,8029,52,10,79
929,18558,590,3,799
930,328,389,1,7950
931,12832,381,4,139
932,18702,268,1,900
933,22003,439,3,899
934,22207,588,8,19999
935,14311,76,1,649
936,12056,638,5,48200
937,2759,587,1,1200
938,6977,190,5,599
939,11942,754,1,1499
940,889,355,2,300
941,6015,688,3,73990
942,21363,377,5,749
943,14814,152,3,1499
944,13069,531,5,399
945,1067,36,1,775
946,3543,426,1,175
947,7614,722,1,73800
948,14613,803,2,795
949,12879,727,2,299
950,488,525,9,418
951,13191,275,5,2999
952,8614,535,1,245
953,5312,517,1,2567
954,16085,607,2,999
955,15513,21,3,230
956,18717,528,3,99
957,17955,335,3,237
958,20114,463,2,399
959,10566,34,1,799
960,16533,566,1,499
961,5357,195,3,400
962,7072,656,3,75990
963,7581,195,2,400
964,8420,487,1,699
965,3723,574,1,615
966,17931,632,1,67790
967,21048,549,2,399
968,21248,102,2,1999
969,5543,496,1,599
970,23659,532,1,1499
971,14283,613,1,499
972,9923,105,2,510
973,8269,419,1,2795
974,15924,761,6,500
975,12198,213,3,649
976,17021,186,4,2999
977,12678,285,2,699
978,2767,692,4,47100
979,2888,163,1,4995
980,12967,371,3,999
981,21020,764,1,999
982,14723,702,1,56990
983,11233,33,1,1290
984,7754,650,2,71990
985,15261,83,3,999
986,12454,236,5,1598
987,5240,100,1,2399
988,5104,163,1,4995
989,14786,733,2,999
990,978,220,2,239
991,20190,618,1,1699
992,7296,587,1,1200
993,3087,779,1,399
994,22792,428,1,249
995,23259,146,3,799
996,13476,631,2,68990
997,11720,749,8,6079
998,12271,425,3,1499
999,19879,755,3,599
1000,12818,760,3,249
1001,22406,22,1,400
1002,21933,532,1,1499
1003,23132,462,3,399
1004,12062,699,4,50990
1005,22575,214,1,1350
1006,7914,234,2,1060
1007,16695,649,8,62990
1008,2965,297,1,575
1009,19931,478,3,900
1010,15728,126,5,1999
1011,24017,744,4,5530
1012,5402,412,5,400
1013,9112,551,1,699
1014,10541,389,2,7950
1015,5144,685,1,64000
1016,2684,530,1,683
1017,21650,494,1,999
1018,2779,98,1,1499
1019,23106,602,1,499
1020,20342,103,2,999
1021,20939,557,4,999
1022,8543,291,1,575
1023,19932,797,2,1199
1024,20921,630,1,61990
1025,3068,477,1,599
1026,2934,302,1,3900
1027,21693,68,5,179
1028,6752,359,1,199
1029,589,130,1,140
1030,19892,573,2,16995
1031,19564,511,1,1299
1032,17434,460,1,110
1033,22924,498,1,670
1034,12493,146,1,799
1035,5307,655,4,50990
1036,10593,722,4,73800
1037,17129,284,1,999
1038,16429,777,3,999
1039,7728,92,8,1395
1040,11312,66,3,899
1041,18385,356,3,480
1042,8972,394,3,799
1043,1223,370,4,599
1044,1916,473,1,1099
1045,5137,457,2,999
1046,21788,248,4,400
1047,3559,308,1,1999
1048,22902,450,9,450
1049,3572,610,1,699
1050,1186,673,1,91690
1051,12033,194,1,995
1052,7331,133,1,605
1053,23199,160,2,599
1054,20866,565,4,799
1055,16341,97,1,1500
1056,18254,766,1,19499
1057,7894,192,1,2599
1058,23205,554,1,3999
1059,3718,451,1,249
1060,15431,326,1,819
1061,3179,14,1,259
1062,11703,595,4,2999
1063,9720,107,3,1700
1064,11091,231,2,320
1065,15671,445,9,1180
1066,18857,90,1,1440
1067,8888,242,5,800
1068,17894,101,2,1399
1069,1082,390,1,2499
1070,14453,731,3,699
1071,15035,657,1,46900
1072,8953,36,8,775
1073,11375,708,3,78990
1074,5615,402,1,3499
1075,20995,190,3,599
1076,1308,311,5,569.01
1077,20894,342,6,432
1078,8216,739,3,15490
1079,2940,552,5,599
1080,14975,766,1,19499
1081,5808,669,3,55600
1082,4820,314,1,1999
1083,21166,280,2,590
1084,807,699,1,50990
1085,3196,234,6,1060
1086,2335,355,1,300
1087,23632,674,1,51500
1088,10145,277,3,699
1089,4299,260,1,1200
1090,19947,103,3,999
1091,23714,562,3,130
1092,5562,302,2,3900
1093,10116,509,8,595
1094,15703,32,1,349
1095,10312,132,1,1699
1096,8987,70,1,399
1097,13934,333,3,355
1098,8486,236,1,1598
1099,21416,801,1,999
1100,4013,127,1,850
1101,2584,262,1,399
1102,16055,689,3,59400
1103,19653,800,5,2620
1104,9656,714,1,77150
1105,7629,122,5,529
1106,7163,773,1,1152
1107,9056,65,1,1599
1108,15979,295,10,755
1109,15672,495,3,699
1110,23904,445,1,1180
1111,19120,264,1,2300
1112,3700,518,2,1999
1113,23690,731,1,699
1114,16477,99,10,299
1115,13248,431,1,239
1116,11040,346,5,4999
1117,8320,742,1,7999
1118,4559,490,1,590
1119,8124,483,1,399
1120,4794,719,4,35990
1121,14389,731,3,699
1122,20144,388,2,155
1123,13372,523,3,549
1124,22511,249,3,499
1125,4084,521,1,604
1126,2692,511,1,1299
1127,5809,493,2,399
1128,19155,232,2,2299
1129,15082,29,1,550
1130,7869,54,3,230
1131,13447,348,1,649
1132,23660,806,3,599
1133,9526,361,1,10590
1134,23337,294,9,450
1135,1627,431,1,239
1136,14632,80,1,799
1137,13004,569,1,300
1138,21314,622,3,2298
1139,15759,287,1,199
1140,16442,754,1,1499
1141,21664,607,1,999
1142,15274,305,1,999
1143,20254,400,2,5295
1144,14282,226,1,460
1145,10879,304,1,1668
1146,4197,501,3,575
1147,6524,710,1,59700
1148,12841,6,1,999
1149,13326,732,1,19999
1150,15602,69,1,4995
1151,3255,323,3,322
1152,6782,10,3,259
1153,9912,705,1,50600
1154,20882,155,1,1200
1155,22286,366,5,425
1156,2621,141,4,699
1157,22997,124,3,530
1158,4921,662,2,54990
1159,223,218,4,499
1160,18256,336,1,95
1161,20303,208,1,349
1162,14801,508,1,369
1163,8935,778,1,499
1164,13196,163,3,4995
1165,1335,38,1,499
1166,18345,131,3,599
1167,10565,480,4,310
1168,7852,190,1,599
1169,16626,280,3,590
1170,22099,179,1,1680
1171,578,665,3,39000
1172,23268,210,3,597
1173,15598,287,3,199
1174,9279,335,5,237
1175,18667,234,1,1060
1176,14703,753,1,999
1177,23352,244,2,399
1178,12335,535,3,245
1179,19283,599,2,299
1180,22856,222,2,699
1181,6034,544,4,1020
1182,21957,37,1,1149
1183,7299,133,3,605
1184,20198,266,1,599
1185,23398,793,1,495
1186,21821,424,3,3855
1187,17363,589,4,499
1188,7208,33,2,1290
1189,5987,436,3,460
1190,10364,408,3,5500
1191,57,680,3,54990
1192,13034,342,1,432
1193,635,165,3,999
1194,20744,252,1,399
1195,14974,754,1,1499
1196,18110,485,1,2999
1197,8000,84,1,335
1198,14363,16,1,240
1199,16140,212,1,290
1200,6072,484,1,3230
1201,6424,88,6,999
1202,11849,640,1,63400
1203,14474,450,3,450
1204,20447,683,1,64200
1205,932,241,1,249
1206,17242,605,2,799
1207,14798,28,1,700
