order_id,order_date,customer_id,seller_id,order_status
176,12-02-2016,914,27,Completed
177,12-02-2016,812,61,Completed
178,12-02-2016,464,48,Completed
179,12-07-2016,891,60,Completed
180,12-07-2016,215,81,Completed
181,12-07-2016,403,55,Completed
182,12-07-2016,346,83,Completed
183,12-07-2016,340,48,Completed
184,12-07-2016,264,2,Completed
185,12-07-2016,233,18,Completed
186,12-07-2016,531,48,Completed
187,12-09-2016,66,37,Completed
188,12-09-2016,42,63,Completed
189,12-09-2016,764,31,Completed
190,12-09-2016,290,3,Returned
191,12-09-2016,888,12,Returned
192,12-08-2016,519,60,Returned
193,12-08-2016,243,39,Completed
194,12-08-2016,339,75,Completed
195,12-23-2016,747,24,Completed
196,12-23-2016,615,65,Completed
197,12-23-2016,606,75,Completed
198,12-23-2016,191,57,Completed
199,12-23-2016,542,28,Returned
200,12-23-2016,473,35,Completed
201,12-23-2016,808,34,Completed
202,12-23-2016,542,66,Cancelled
203,12-27-2016,304,1,Returned
204,12-27-2016,661,16,Completed
205,12-27-2016,776,79,Cancelled
206,12-27-2016,552,17,Completed
207,12-27-2016,169,7,Completed
208,12-26-2016,669,25,Returned
209,12-26-2016,306,18,Returned
210,12-26-2016,656,76,Completed
211,12-30-2016,36,55,Completed
212,12-30-2016,885,72,Cancelled
213,12-30-2016,332,54,Completed
214,12-30-2016,630,68,Completed
215,12-30-2016,271,11,Completed
216,12-30-2016,877,39,Completed
217,12-30-2016,303,42,Completed
218,12-30-2016,838,14,Completed
219,12-31-2016,450,77,Completed
220,12-30-2016,14,53,Completed
221,12-30-2016,412,7,Completed
222,12-30-2016,443,51,Cancelled
223,12-30-2016,11,10,Completed
224,12-30-2016,182,38,Returned
225,12-30-2016,322,76,Completed
226,12-30-2016,748,3,Completed
227,01-03-2017,621,41,Completed
228,01-03-2017,776,12,Returned
229,01-03-2017,651,77,Completed
230,01-03-2017,470,70,Completed
231,01-03-2017,118,26,Completed
232,01-03-2017,604,51,Completed
233,01-03-2017,404,71,Completed
234,01-03-2017,681,10,Cancelled
235,01-30-2017,273,2,Returned
236,01-30-2017,290,80,Completed
237,01-30-2017,542,73,Returned
238,01-30-2017,260,1,Completed
239,01-30-2017,464,63,Cancelled
240,01-30-2017,620,84,Returned
241,01-30-2017,846,45,Completed
242,01-30-2017,746,82,Completed
243,03-19-2017,862,48,Cancelled
244,03-19-2017,149,68,Returned
245,03-19-2017,294,4,Completed
246,03-18-2017,285,44,Completed
247,03-18-2017,809,81,Completed
248,03-18-2017,767,5,Completed
249,03-18-2017,203,80,Completed
250,03-18-2017,449,71,Returned
251,03-21-2017,240,85,Completed
252,03-21-2017,914,50,Completed
253,03-21-2017,916,15,Completed
254,03-21-2017,370,30,Completed
255,03-20-2017,103,31,Completed
256,03-20-2017,300,48,Returned
257,03-20-2017,322,83,Returned
258,03-25-2017,889,55,Completed
259,03-25-2017,107,16,Completed
260,03-25-2017,869,44,Returned
261,03-25-2017,399,64,Completed
262,03-25-2017,625,80,Returned
263,03-25-2017,528,75,Returned
264,03-25-2017,691,47,Returned
265,03-25-2017,666,65,Completed
266,03-31-2017,579,41,Cancelled
267,03-31-2017,50,70,Cancelled
268,03-31-2017,133,66,Completed
269,03-31-2017,788,21,Completed
270,03-31-2017,263,68,Completed
271,03-31-2017,444,57,Returned
272,03-31-2017,284,32,Completed
273,03-31-2017,102,17,Completed
274,04-01-2017,156,18,Completed
275,04-01-2017,403,55,Completed
276,04-01-2017,560,15,Returned
277,04-01-2017,281,4,Completed
278,03-31-2017,195,78,Cancelled
279,03-31-2017,24,27,Completed
280,03-31-2017,481,13,Returned
281,03-31-2017,365,65,Cancelled
282,04-18-2017,795,58,Completed
283,04-17-2017,544,70,Completed
284,04-15-2017,709,48,Completed
285,04-15-2017,720,44,Returned
286,04-15-2017,471,39,Completed
287,04-15-2017,148,23,Returned
288,04-15-2017,531,11,Cancelled
289,04-15-2017,388,18,Completed
290,11-25-2016,521,29,Completed
291,11-25-2016,359,59,Completed
292,11-25-2016,17,49,Returned
293,11-25-2016,893,39,Completed
294,11-25-2016,49,24,Completed
295,11-25-2016,120,81,Completed
296,11-25-2016,160,17,Cancelled
297,11-25-2016,152,16,Completed
298,04-25-2017,569,57,Completed
299,04-25-2017,911,1,Returned
300,04-24-2017,97,70,Completed
301,04-24-2017,857,78,Cancelled
302,04-23-2017,142,26,Completed
303,04-22-2017,28,1,Cancelled
304,04-22-2017,149,18,Completed
305,04-22-2017,78,63,Completed
306,04-04-2017,33,9,Completed
307,04-03-2017,33,40,Completed
308,04-03-2017,98,63,Cancelled
309,04-03-2017,657,5,Completed
310,04-03-2017,346,49,Completed
311,04-02-2017,407,5,Completed
312,04-02-2017,485,31,Completed
313,04-01-2017,511,35,Completed
314,01-31-2017,255,29,Completed
315,01-31-2017,241,38,Completed
316,01-31-2017,125,27,Returned
317,01-31-2017,661,68,Returned
318,01-31-2017,357,75,Completed
319,01-31-2017,724,11,Cancelled
320,01-31-2017,491,16,Cancelled
321,01-31-2017,717,1,Completed
322,02-03-2017,130,64,Cancelled
323,02-03-2017,729,9,Returned
324,02-03-2017,387,19,Completed
325,02-02-2017,761,59,Cancelled
326,02-02-2017,134,26,Completed
327,02-02-2017,584,54,Completed
328,02-01-2017,485,60,Completed
329,02-01-2017,652,15,Completed
330,02-20-2017,259,58,Returned
331,02-20-2017,267,64,Completed
332,02-20-2017,272,24,Completed
333,02-20-2017,783,13,Completed
334,02-20-2017,90,10,Completed
335,02-19-2017,72,22,Completed
336,02-19-2017,161,79,Completed
337,02-19-2017,283,79,Cancelled
338,02-23-2017,829,78,Completed
339,02-23-2017,530,64,Completed
340,02-23-2017,391,31,Cancelled
341,02-23-2017,221,65,Returned
342,02-22-2017,6,71,Returned
343,02-21-2017,286,79,Completed
344,02-21-2017,176,33,Completed
345,02-20-2017,546,15,Completed
346,01-04-2017,176,67,Completed
347,01-04-2017,497,37,Completed
348,01-04-2017,516,64,Completed
349,01-04-2017,64,5,Completed
350,01-04-2017,710,62,Returned
351,01-04-2017,201,74,Returned
352,01-04-2017,879,16,Completed
353,01-04-2017,609,53,Returned
354,01-18-2017,559,23,Completed
355,01-18-2017,311,47,Completed
356,01-18-2017,577,68,Completed
357,01-18-2017,565,34,Cancelled
358,01-18-2017,444,18,Completed
359,01-18-2017,357,67,Completed
360,01-18-2017,369,80,Cancelled
361,01-18-2017,265,47,Completed
362,01-18-2017,288,3,Completed
363,01-18-2017,566,31,Completed
364,01-18-2017,676,78,Completed
365,01-18-2017,112,13,Cancelled
366,01-18-2017,727,77,Completed
367,01-18-2017,618,29,Returned
368,01-18-2017,785,56,Completed
369,01-18-2017,566,10,Cancelled
370,01-18-2017,154,56,Completed
371,01-18-2017,145,78,Completed
372,01-18-2017,757,66,Returned
373,01-18-2017,331,76,Completed
374,01-18-2017,36,65,Returned
375,01-18-2017,488,29,Completed
376,01-18-2017,541,17,Completed
377,01-18-2017,529,37,Returned
378,11-18-2016,30,56,Completed
379,11-18-2016,372,13,Completed
380,11-18-2016,335,73,Returned
381,11-18-2016,357,5,Completed
382,11-18-2016,756,43,Completed
383,11-18-2016,38,72,Returned
384,11-18-2016,295,79,Returned
385,11-18-2016,96,81,Completed
386,12-10-2016,569,53,Returned
387,12-10-2016,150,75,Returned
388,12-10-2016,828,53,Cancelled
389,12-10-2016,295,54,Completed
390,12-10-2016,689,60,Cancelled
391,12-09-2016,135,46,Completed
392,12-09-2016,60,6,Completed
393,12-09-2016,340,22,Completed
394,12-14-2016,286,58,Completed
395,12-13-2016,625,19,Completed
396,12-13-2016,652,73,Completed
397,12-13-2016,725,26,Returned
398,12-12-2016,512,29,Completed
399,12-12-2016,389,74,Returned
400,12-12-2016,870,21,Cancelled
401,12-12-2016,693,39,Completed
402,03-30-2017,666,25,Completed
403,03-28-2017,245,41,Completed
404,03-28-2017,680,4,Completed
405,03-28-2017,741,46,Completed
406,03-27-2017,48,53,Completed
407,03-27-2017,908,74,Returned
408,03-27-2017,65,57,Cancelled
409,03-27-2017,535,59,Cancelled
410,12-30-2016,202,25,Completed
411,01-07-2017,151,50,Cancelled
412,01-07-2017,663,38,Completed
413,01-07-2017,128,9,Completed
414,01-07-2017,530,36,Completed
415,01-07-2017,84,4,Completed
416,01-07-2017,192,52,Cancelled
417,01-07-2017,136,22,Completed
418,01-07-2017,226,26,Returned
419,12-23-2016,444,49,Cancelled
420,12-23-2016,298,80,Completed
421,12-23-2016,437,56,Returned
422,12-23-2016,74,29,Completed
423,12-23-2016,537,7,Completed
424,12-23-2016,800,53,Cancelled
425,12-23-2016,847,74,Returned
426,12-23-2016,799,22,Completed
427,12-24-2016,263,18,Completed
428,12-24-2016,18,39,Cancelled
429,12-24-2016,125,10,Completed
430,12-23-2016,736,13,Completed
431,12-23-2016,547,34,Completed
432,12-23-2016,237,30,Cancelled
433,12-23-2016,116,7,Cancelled
434,12-23-2016,889,4,Completed
435,12-24-2016,210,29,Cancelled
436,12-24-2016,360,19,Cancelled
437,12-24-2016,291,25,Completed
438,12-24-2016,514,12,Completed
439,12-24-2016,582,3,Completed
440,12-24-2016,899,54,Cancelled
441,12-24-2016,450,35,Completed
442,12-24-2016,886,74,Returned
443,12-24-2016,400,85,Completed
444,12-24-2016,392,35,Cancelled
445,12-24-2016,832,44,Completed
446,12-24-2016,34,52,Completed
447,12-24-2016,580,50,Cancelled
448,12-24-2016,438,7,Completed
449,12-24-2016,620,67,Completed
450,12-24-2016,54,76,Completed
451,12-24-2016,209,9,Completed
452,12-24-2016,689,29,Completed
453,12-24-2016,587,30,Completed
454,12-24-2016,895,79,Completed
455,12-24-2016,464,27,Returned
456,12-24-2016,334,55,Completed
457,12-24-2016,325,7,Completed
458,12-24-2016,883,62,Completed
459,02-04-2017,559,38,Returned
460,02-04-2017,345,82,Completed
461,02-04-2017,467,34,Completed
462,02-04-2017,914,72,Completed
463,02-03-2017,79,9,Completed
464,02-03-2017,583,7,Completed
465,02-03-2017,241,77,Completed
466,02-03-2017,709,5,Returned
467,03-05-2017,807,46,Completed
468,03-04-2017,600,85,Cancelled
469,03-04-2017,405,35,Completed
470,03-04-2017,711,5,Completed
471,03-04-2017,639,80,Cancelled
472,03-04-2017,138,34,Completed
473,03-04-2017,779,29,Completed
474,03-04-2017,856,51,Returned
475,11-25-2016,380,80,Completed
476,11-25-2016,776,37,Cancelled
477,11-25-2016,679,70,Returned
478,11-25-2016,471,17,Completed
479,11-24-2016,552,85,Completed
480,11-23-2016,564,72,Completed
481,11-22-2016,690,23,Completed
482,11-22-2016,291,73,Completed
483,11-21-2016,48,51,Completed
484,11-21-2016,728,48,Completed
485,11-20-2016,536,51,Completed
486,11-20-2016,518,11,Cancelled
487,11-19-2016,190,81,Completed
488,11-19-2016,164,36,Completed
489,11-19-2016,469,32,Completed
490,11-19-2016,803,60,Completed
491,11-19-2016,63,76,Completed
492,11-19-2016,737,63,Completed
493,11-19-2016,143,16,Completed
494,11-19-2016,54,62,Cancelled
495,11-19-2016,739,62,Returned
496,11-19-2016,625,10,Completed
497,11-19-2016,290,26,Completed
498,11-18-2016,897,40,Returned
499,11-18-2016,25,77,Completed
500,11-18-2016,601,71,Cancelled
501,11-18-2016,27,31,Cancelled
502,11-18-2016,569,21,Completed
503,11-18-2016,133,51,Completed
504,11-18-2016,122,18,Cancelled
505,11-18-2016,851,14,Completed
506,11-18-2016,317,59,Completed
507,11-17-2016,665,12,Completed
508,11-16-2016,709,46,Completed
509,11-16-2016,150,49,Completed
510,11-16-2016,269,66,Completed
511,11-16-2016,661,35,Returned
512,11-16-2016,213,47,Returned
513,11-16-2016,139,83,Returned
514,11-16-2016,239,82,Returned
515,11-18-2016,809,42,Completed
516,11-18-2016,224,37,Completed
517,11-18-2016,393,16,Returned
518,11-18-2016,883,16,Returned
519,11-17-2016,776,15,Returned
520,11-17-2016,474,10,Completed
521,11-17-2016,866,70,Completed
522,11-17-2016,165,77,Completed
523,11-16-2016,700,38,Returned
524,11-16-2016,843,45,Completed
525,11-16-2016,792,59,Completed
526,11-15-2016,569,69,Returned
527,11-15-2016,198,12,Returned
528,11-15-2016,730,12,Returned
529,11-14-2016,601,79,Returned
530,11-14-2016,160,55,Completed
531,11-13-2016,452,40,Returned
532,11-13-2016,746,60,Completed
533,11-12-2016,650,78,Completed
534,11-12-2016,792,80,Cancelled
535,11-12-2016,263,15,Completed
536,11-12-2016,211,43,Completed
537,11-12-2016,549,79,Cancelled
538,11-11-2016,525,1,Completed
539,11-11-2016,249,35,Cancelled
540,11-11-2016,2,73,Returned
541,11-11-2016,152,58,Completed
542,11-11-2016,131,49,Returned
543,11-11-2016,561,28,Completed
544,11-11-2016,498,12,Completed
545,11-11-2016,592,67,Cancelled
546,11-11-2016,570,78,Completed
547,11-11-2016,816,61,Completed
548,11-11-2016,653,16,Cancelled
549,11-11-2016,555,28,Completed
550,11-11-2016,242,46,Completed
551,11-07-2016,272,66,Completed
552,11-07-2016,413,35,Completed
553,11-06-2016,834,55,Cancelled
554,11-06-2016,510,64,Returned
555,11-06-2016,887,27,Completed
556,11-06-2016,382,22,Returned
557,11-05-2016,337,67,Cancelled
558,11-05-2016,3,17,Completed
559,11-05-2016,244,76,Completed
560,11-05-2016,408,27,Completed
561,11-05-2016,480,72,Completed
562,11-05-2016,313,85,Returned
563,11-05-2016,246,59,Returned
564,11-05-2016,104,57,Returned
565,11-04-2016,426,34,Completed
566,11-04-2016,663,81,Returned
567,11-04-2016,780,4,Completed
568,11-04-2016,394,83,Completed
569,11-04-2016,12,34,Completed
570,11-04-2016,5,81,Completed
571,11-04-2016,77,14,Completed
572,11-04-2016,133,15,Cancelled
573,10-30-2016,160,4,Completed
574,10-29-2016,717,27,Completed
575,10-29-2016,835,59,Completed
576,10-29-2016,892,73,Returned
577,10-29-2016,195,36,Completed
578,10-28-2016,674,22,Returned
579,11-04-2016,565,17,Completed
580,11-04-2016,348,56,Completed
581,11-04-2016,322,8,Cancelled
582,11-04-2016,283,23,Completed
583,11-04-2016,566,68,Completed
584,11-04-2016,443,38,Completed
585,11-04-2016,725,78,Completed
586,11-04-2016,442,80,Completed
587,10-28-2016,745,33,Returned
588,10-28-2016,292,75,Completed
589,10-28-2016,824,52,Returned
590,10-28-2016,761,82,Cancelled
591,10-28-2016,831,40,Returned
592,10-28-2016,300,8,Cancelled
593,10-28-2016,563,25,Completed
594,10-28-2016,411,50,Completed
595,10-28-2016,796,71,Completed
596,10-25-2016,380,18,Completed
597,10-25-2016,33,71,Returned
598,10-24-2016,247,76,Completed
599,10-23-2016,909,31,Completed
600,10-22-2016,555,70,Returned
601,10-21-2016,771,52,Completed
602,10-21-2016,610,23,Completed
603,10-21-2016,746,51,Completed
604,10-21-2016,813,50,Completed
605,10-21-2016,912,19,Cancelled
606,10-20-2016,428,17,Completed
607,10-20-2016,521,44,Returned
608,10-20-2016,705,33,Completed
609,10-19-2016,384,44,Returned
610,10-19-2016,656,31,Completed
611,04-22-2017,346,21,Returned
612,04-22-2017,572,38,Cancelled
613,04-22-2017,258,38,Completed
614,04-21-2017,433,48,Completed
615,04-21-2017,648,32,Returned
616,04-21-2017,801,57,Completed
617,04-21-2017,266,80,Completed
618,04-21-2017,233,70,Completed
619,04-28-2017,95,62,Cancelled
620,04-28-2017,187,65,Completed
621,04-28-2017,206,68,Cancelled
622,04-28-2017,584,39,Completed
623,04-28-2017,238,24,Cancelled
624,04-28-2017,479,19,Returned
625,04-28-2017,647,64,Returned
626,04-27-2017,537,38,Completed
627,04-14-2017,589,72,Completed
628,04-14-2017,237,13,Returned
629,04-14-2017,462,33,Completed
630,04-14-2017,388,44,Completed
631,04-14-2017,495,61,Completed
632,04-14-2017,905,55,Completed
633,04-14-2017,77,73,Completed
634,04-14-2017,442,62,Completed
635,04-15-2017,791,35,Returned
636,04-15-2017,668,11,Completed
637,04-15-2017,155,40,Cancelled
638,04-15-2017,608,52,Returned
639,04-15-2017,179,16,Completed
640,04-15-2017,153,58,Cancelled
641,04-15-2017,125,44,Returned
642,04-15-2017,414,35,Returned
643,04-21-2017,816,66,Returned
644,04-21-2017,89,25,Completed
645,04-21-2017,910,34,Returned
646,04-21-2017,611,38,Completed
647,04-21-2017,462,46,Cancelled
648,04-21-2017,11,6,Completed
649,04-20-2017,568,79,Completed
650,04-19-2017,674,12,Completed
651,04-09-2017,27,51,Returned
652,04-09-2017,657,56,Returned
653,04-09-2017,502,45,Completed
654,04-09-2017,866,41,Completed
655,04-09-2017,284,63,Completed
656,04-08-2017,233,76,Completed
657,04-08-2017,25,45,Completed
658,04-08-2017,249,38,Completed
659,04-08-2017,759,57,Completed
660,04-08-2017,145,26,Cancelled
661,04-07-2017,380,80,Returned
662,04-07-2017,435,67,Completed
663,04-07-2017,297,1,Completed
664,04-07-2017,284,51,Completed
665,04-07-2017,205,11,Completed
666,04-07-2017,338,37,Completed
667,04-14-2017,299,9,Completed
668,04-14-2017,152,17,Cancelled
669,04-14-2017,386,34,Completed
670,04-13-2017,744,40,Returned
671,04-13-2017,465,49,Returned
672,04-13-2017,817,19,Cancelled
673,04-12-2017,141,37,Cancelled
674,04-10-2017,583,14,Completed
675,04-14-2017,429,40,Completed
676,04-14-2017,168,65,Completed
677,04-14-2017,791,63,Completed
678,04-14-2017,727,66,Completed
679,04-14-2017,378,31,Completed
680,04-14-2017,630,32,Completed
681,04-14-2017,617,78,Cancelled
682,04-14-2017,764,3,Returned
683,04-07-2017,55,38,Completed
684,04-07-2017,486,62,Returned
685,04-07-2017,295,34,Completed
686,04-07-2017,557,19,Returned
687,04-07-2017,406,13,Returned
688,04-07-2017,269,47,Completed
689,04-07-2017,644,3,Cancelled
690,04-07-2017,496,45,Returned
691,04-07-2017,806,15,Completed
692,04-07-2017,224,15,Cancelled
693,04-07-2017,570,22,Returned
694,04-07-2017,101,52,Completed
695,04-07-2017,441,64,Completed
696,04-07-2017,575,14,Completed
697,04-07-2017,848,18,Completed
698,04-07-2017,612,18,Completed
699,04-07-2017,762,49,Completed
700,04-06-2017,771,16,Returned
701,04-05-2017,849,14,Cancelled
702,04-01-2017,552,57,Returned
703,04-01-2017,200,76,Completed
704,04-01-2017,335,69,Completed
705,04-01-2017,106,27,Completed
706,04-01-2017,567,65,Completed
707,03-31-2017,672,17,Cancelled
708,03-31-2017,519,82,Returned
709,03-31-2017,7,72,Returned
710,03-31-2017,587,12,Returned
711,03-31-2017,807,29,Completed
712,03-31-2017,383,61,Returned
713,03-31-2017,895,5,Completed
714,03-31-2017,648,57,Completed
715,03-31-2017,182,85,Returned
716,03-31-2017,756,69,Returned
717,03-26-2017,126,71,Completed
718,03-26-2017,310,2,Cancelled
719,03-26-2017,746,47,Completed
720,03-26-2017,94,59,Completed
721,03-25-2017,869,67,Cancelled
722,03-25-2017,194,57,Returned
723,03-25-2017,807,23,Cancelled
724,03-25-2017,135,45,Completed
725,03-27-2017,698,63,Completed
726,03-27-2017,109,55,Completed
727,03-27-2017,849,42,Completed
728,03-26-2017,318,40,Completed
729,03-26-2017,405,76,Returned
730,03-26-2017,453,25,Cancelled
731,03-25-2017,694,50,Completed
732,03-25-2017,153,79,Completed
733,03-25-2017,686,54,Completed
734,03-25-2017,372,29,Returned
735,03-25-2017,152,22,Cancelled
736,03-25-2017,694,61,Returned
737,03-23-2017,833,32,Cancelled
738,03-21-2017,885,74,Returned
739,03-18-2017,784,3,Completed
740,03-18-2017,283,58,Returned
741,03-18-2017,298,27,Returned
742,03-18-2017,482,79,Completed
743,03-18-2017,91,64,Returned
744,03-18-2017,232,74,Returned
745,03-18-2017,509,82,Returned
746,03-18-2017,507,59,Cancelled
747,03-19-2017,136,60,Returned
748,03-17-2017,624,54,Completed
749,03-17-2017,558,21,Returned
750,03-17-2017,259,12,Completed
751,03-17-2017,525,51,Completed
752,03-17-2017,125,23,Completed
753,03-17-2017,497,31,Completed
754,03-17-2017,152,78,Completed
755,03-17-2017,28,55,Completed
756,03-17-2017,171,19,Completed
757,03-17-2017,602,10,Returned
758,03-17-2017,593,80,Completed
759,03-17-2017,37,4,Completed
760,03-17-2017,79,10,Completed
761,03-17-2017,554,62,Completed
762,03-17-2017,872,19,Returned
763,03-17-2017,902,5,Completed
764,03-18-2017,101,16,Completed
765,03-18-2017,59,55,Returned
766,03-17-2017,598,41,Completed
767,03-17-2017,692,29,Completed
768,03-17-2017,740,60,Returned
769,03-17-2017,575,64,Completed
770,03-17-2017,756,32,Returned
771,03-17-2017,572,23,Completed
772,03-17-2017,549,67,Returned
773,03-17-2017,48,8,Completed
774,03-17-2017,698,64,Returned
775,03-17-2017,306,12,Completed
776,03-17-2017,804,28,Cancelled
777,03-17-2017,823,48,Completed
778,03-17-2017,396,43,Returned
779,03-17-2017,167,81,Returned
780,03-16-2017,143,72,Cancelled
781,03-16-2017,293,66,Completed
782,03-16-2017,151,53,Returned
783,03-16-2017,422,37,Cancelled
784,03-16-2017,17,13,Completed
785,03-16-2017,824,68,Completed
786,03-16-2017,198,66,Completed
787,03-16-2017,816,82,Completed
788,03-17-2017,16,53,Returned
789,03-17-2017,87,74,Completed
790,03-17-2017,74,81,Completed
791,03-17-2017,315,66,Completed
792,03-17-2017,601,85,Cancelled
793,03-17-2017,164,71,Completed
794,03-17-2017,833,26,Completed
795,03-17-2017,891,57,Completed
796,03-16-2017,738,3,Completed
797,03-16-2017,893,48,Completed
798,03-16-2017,374,57,Returned
799,03-16-2017,106,9,Cancelled
800,03-16-2017,872,55,Returned
801,03-16-2017,286,85,Completed
802,03-16-2017,290,66,Returned
803,03-16-2017,192,52,Completed
804,03-15-2017,476,25,Completed
805,03-15-2017,274,59,Cancelled
806,03-15-2017,865,38,Cancelled
807,03-15-2017,726,3,Cancelled
